country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
China,2020-12-22,0,490,8,1,1,1,13,10181,5,13,0
India,2021-02-10,0,2687,2,1,1,0,225,51189,2,64,4
India,2020-12-27,0,2687,2,1,1,1,60,51189,2,27,5
Taiwan,2020-12-21,1,500,7,1,0,0,0,9189,9,0,0
China,2021-01-28,0,490,8,1,1,1,3,10181,5,2,0
India,2020-11-21,3,2687,2,1,1,1,31,51189,2,14,0
France,2021-01-18,1,553,5,1,0,0,0,9520,6,0,0
United States,2020-12-13,0,12384,1,7,1,0,31,233503,1,20,6
Canada,2020-12-17,1,2067,3,3,1,0,0,37914,3,0,0
Canada,2021-01-14,0,2067,3,7,1,0,1,37914,3,0,0
Taiwan,2021-01-13,4,500,7,1,1,0,119,9189,9,23,4
China,2020-11-20,4,490,8,1,1,0,61,10181,5,29,5
United Kingdom,2020-11-08,0,859,4,1,1,1,8,15748,4,8,0
United States,2021-02-05,0,12384,1,3,1,0,3,233503,1,3,0
United Kingdom,2021-01-01,0,859,4,1,1,1,9,15748,4,3,1
Germany,2021-01-30,0,490,8,1,1,1,5,9483,8,3,0
France,2020-11-26,2,553,5,1,1,1,3,9520,6,3,0
India,2021-01-26,1,2687,2,3,1,1,0,51189,2,0,0
Canada,2021-01-01,0,2067,3,3,1,0,10,37914,3,7,0
Italy,2020-12-18,1,386,9,1,0,0,0,7897,11,0,0
United States,2020-11-06,32,12384,1,1,0,0,31,233503,1,11,0
United States,2020-11-20,0,12384,1,1,0,1,4,233503,1,1,0
United Kingdom,2020-12-10,3,859,4,1,0,0,2,15748,4,1,0
India,2020-11-22,3,2687,2,1,1,1,39,51189,2,18,2
United States,2020-11-06,3,12384,1,7,1,0,13,233503,1,9,1
United Kingdom,2021-01-06,4,859,4,1,0,0,2,15748,4,1,0
Taiwan,2021-02-15,0,500,7,1,1,0,49,9189,9,32,3
France,2021-02-03,0,553,5,3,1,0,2,9520,6,0,0
Singapore,2021-01-18,2,375,10,1,1,0,109,8899,10,37,5
Canada,2021-02-03,0,2067,3,7,1,1,2,37914,3,1,0
France,2020-12-18,0,553,5,1,1,1,16,9520,6,4,0
India,2021-01-14,14,2687,2,1,0,0,10,51189,2,4,0
France,2021-01-28,0,553,5,1,1,0,117,9520,6,30,2
Canada,2020-12-04,16,2067,3,1,1,0,425,37914,3,157,23
Italy,2021-02-14,0,386,9,1,1,0,41,7897,11,20,2
India,2020-12-28,1,2687,2,1,1,1,65,51189,2,23,2
Canada,2021-01-07,17,2067,3,1,1,0,357,37914,3,121,12
United Kingdom,2020-11-04,1,859,4,1,1,1,4,15748,4,4,1
United States,2020-11-03,58,12384,1,1,0,0,25,233503,1,10,0
Singapore,2021-01-29,0,375,10,1,1,0,92,8899,10,20,1
United States,2021-01-03,65,12384,1,1,1,0,2428,233503,1,789,100
India,2020-11-01,1,2687,2,7,1,0,8,51189,2,4,0
India,2021-02-21,0,2687,2,1,1,0,79,51189,2,22,2
Singapore,2020-12-30,0,375,10,1,1,1,4,8899,10,4,0
United States,2020-12-14,1,12384,1,3,1,0,16,233503,1,4,0
France,2020-12-28,5,553,5,1,1,0,106,9520,6,49,7
France,2020-12-13,3,553,5,1,0,0,7,9520,6,0,0
Italy,2021-01-07,6,386,9,1,1,0,100,7897,11,39,3
United Kingdom,2020-12-21,2,859,4,1,1,1,19,15748,4,11,1
Singapore,2020-12-31,2,375,10,1,1,1,4,8899,10,4,0
Canada,2020-11-12,2,2067,3,1,0,1,2,37914,3,1,0
Singapore,2021-01-16,2,375,10,1,1,0,111,8899,10,33,4
United States,2020-11-07,0,12384,1,3,1,0,5,233503,1,3,1
Canada,2020-12-22,0,2067,3,3,1,0,12,37914,3,10,0
France,2021-01-22,6,553,5,1,1,0,113,9520,6,38,4
India,2020-12-15,8,2687,2,1,1,1,59,51189,2,28,2
France,2020-11-18,0,553,5,7,1,1,1,9520,6,1,0
United States,2021-02-25,0,12384,1,1,1,0,71,233503,1,16,1
Taiwan,2020-12-04,1,500,7,1,1,1,5,9189,9,3,1
Canada,2020-12-12,0,2067,3,7,1,0,9,37914,3,2,1
Taiwan,2020-12-29,1,500,7,1,1,1,11,9189,9,10,1
India,2020-12-01,0,2687,2,1,0,1,6,51189,2,3,3
India,2021-01-27,16,2687,2,1,1,0,471,51189,2,193,15
Germany,2021-01-23,1,490,8,1,0,0,0,9483,8,0,0
India,2020-11-17,14,2687,2,1,1,0,279,51189,2,104,18
United Kingdom,2020-11-24,5,859,4,1,1,0,103,15748,4,31,4
Taiwan,2021-01-24,1,500,7,1,0,0,0,9189,9,0,0
France,2020-11-10,2,553,5,1,0,0,0,9520,6,0,0
Spain,2021-02-05,0,536,6,1,1,0,61,9491,7,17,3
Canada,2021-01-03,1,2067,3,1,0,0,1,37914,3,0,0
Canada,2020-12-26,8,2067,3,1,1,0,418,37914,3,131,18
Italy,2021-02-02,0,386,9,3,1,0,7,7897,11,4,0
Germany,2020-12-17,3,490,8,1,1,1,13,9483,8,9,3
United Kingdom,2021-01-15,4,859,4,1,1,1,8,15748,4,7,0
United States,2020-11-10,0,12384,1,3,1,0,3,233503,1,1,0
Canada,2020-11-20,2,2067,3,1,1,1,3,37914,3,0,0
Canada,2021-02-10,0,2067,3,1,1,0,204,37914,3,50,3
Taiwan,2021-01-25,1,500,7,1,1,1,18,9189,9,14,2
United Kingdom,2021-01-27,0,859,4,7,1,0,4,15748,4,0,0
China,2021-02-13,0,490,8,1,1,1,5,10181,5,4,1
United Kingdom,2021-01-29,0,859,4,1,1,1,13,15748,4,8,2
Singapore,2020-12-10,5,375,10,1,1,0,78,8899,10,15,3
United States,2021-01-29,0,12384,1,3,1,0,1,233503,1,1,0
United Kingdom,2021-01-19,1,859,4,1,1,1,18,15748,4,11,0
Singapore,2021-01-28,0,375,10,2,1,0,3,8899,10,1,0
Singapore,2021-01-13,1,375,10,1,1,1,9,8899,10,7,0
Italy,2021-01-29,0,386,9,7,1,1,5,7897,11,1,0
Canada,2020-12-17,26,2067,3,1,1,0,516,37914,3,171,24
United States,2021-02-23,0,12384,1,1,1,0,204,233503,1,69,8
Germany,2020-11-04,5,490,8,1,1,0,15,9483,8,15,4
India,2021-01-22,0,2687,2,3,1,0,7,51189,2,3,1
United Kingdom,2021-01-04,0,859,4,7,1,0,2,15748,4,0,0
Germany,2020-11-02,3,490,8,1,1,0,4,9483,8,4,3
United Kingdom,2021-02-16,0,859,4,1,1,1,9,15748,4,9,2
United States,2020-12-14,0,12384,1,7,1,0,28,233503,1,12,6
Singapore,2020-11-27,2,375,10,1,1,0,71,8899,10,20,0
Taiwan,2020-11-19,1,500,7,1,1,1,0,9189,9,0,0
India,2020-11-02,0,2687,2,7,1,0,3,51189,2,0,0
Spain,2020-12-31,1,536,6,1,0,0,0,9491,7,0,0
Singapore,2021-01-10,1,375,10,1,1,0,128,8899,10,34,3
United Kingdom,2020-12-22,0,859,4,1,1,1,20,15748,4,7,0
Canada,2021-01-26,0,2067,3,3,1,0,2,37914,3,2,1
Canada,2020-12-13,0,2067,3,7,1,0,9,37914,3,2,1
United States,2021-01-16,2,12384,1,1,0,1,18,233503,1,3,0
Italy,2020-12-17,5,386,9,1,1,0,73,7897,11,29,3
United States,2020-11-24,41,12384,1,1,0,0,40,233503,1,14,0
India,2021-01-26,0,2687,2,3,1,0,6,51189,2,6,0
United Kingdom,2021-01-08,0,859,4,7,1,0,6,15748,4,5,0
India,2021-02-09,0,2687,2,1,0,1,3,51189,2,0,0
United Kingdom,2021-01-16,0,859,4,7,1,0,4,15748,4,4,0
Spain,2020-12-29,1,536,6,1,0,0,0,9491,7,0,0
Germany,2020-11-20,2,490,8,1,0,0,0,9483,8,0,0
Canada,2020-11-21,6,2067,3,1,1,0,274,37914,3,65,2
Spain,2021-01-17,1,536,6,1,1,1,6,9491,7,6,1
United States,2021-02-12,0,12384,1,1,1,0,1128,233503,1,382,26
United States,2020-11-29,64,12384,1,1,1,0,2039,233503,1,730,93
Germany,2020-12-14,4,490,8,1,1,0,111,9483,8,30,1
Italy,2021-01-28,0,386,9,1,1,1,4,7897,11,0,0
India,2020-11-05,0,2687,2,7,1,0,1,51189,2,0,0
Canada,2021-01-17,0,2067,3,7,1,1,4,37914,3,3,1
United States,2020-12-29,15,12384,1,1,1,1,166,233503,1,95,5
Canada,2021-01-21,3,2067,3,1,0,1,0,37914,3,0,0
India,2021-02-03,0,2687,2,7,1,0,4,51189,2,0,0
Germany,2021-01-27,4,490,8,1,1,0,82,9483,8,27,6
Spain,2020-12-17,4,536,6,1,1,1,4,9491,7,1,0
Canada,2021-01-01,0,2067,3,7,1,1,2,37914,3,2,0
United States,2021-01-31,0,12384,1,3,1,0,1,233503,1,1,0
United States,2020-12-17,54,12384,1,1,0,0,37,233503,1,15,0
Taiwan,2020-12-03,2,500,7,1,1,1,12,9189,9,8,2
Singapore,2021-02-02,0,375,10,2,1,0,1,8899,10,0,0
United States,2020-11-04,0,12384,1,7,1,1,10,233503,1,10,6
Germany,2021-02-01,0,490,8,1,1,1,5,9483,8,2,0
Canada,2020-12-21,1,2067,3,1,0,0,3,37914,3,0,0
France,2021-01-04,1,553,5,1,1,1,18,9520,6,17,0
Canada,2020-11-17,8,2067,3,1,1,0,216,37914,3,89,4
Germany,2021-01-09,2,490,8,1,1,0,136,9483,8,51,2
United States,2021-01-25,0,12384,1,3,1,0,1,233503,1,1,0
India,2021-01-19,0,2687,2,1,0,1,5,51189,2,5,0
United States,2020-11-21,22,12384,1,1,1,1,150,233503,1,84,11
United States,2020-12-18,2,12384,1,7,1,0,22,233503,1,10,3
France,2020-12-23,0,553,5,1,1,1,21,9520,6,14,1
India,2020-12-01,8,2687,2,1,0,0,3,51189,2,3,0
Italy,2021-01-17,1,386,9,1,0,0,0,7897,11,0,0
United States,2021-01-13,2,12384,1,7,1,1,9,233503,1,3,0
Spain,2020-12-16,1,536,6,1,1,0,107,9491,7,29,3
China,2021-02-13,0,490,8,1,1,0,43,10181,5,2,0
Canada,2020-11-07,4,2067,3,1,1,1,10,37914,3,8,1
Canada,2021-02-14,0,2067,3,1,1,1,2,37914,3,2,0
Germany,2020-12-23,0,490,8,2,1,0,4,9483,8,4,0
Canada,2020-12-23,0,2067,3,3,1,0,12,37914,3,8,2
Canada,2020-11-09,14,2067,3,1,1,0,78,37914,3,12,1
France,2020-12-14,4,553,5,1,1,1,10,9520,6,3,0
United States,2020-11-18,48,12384,1,1,0,0,17,233503,1,4,0
Spain,2020-11-26,5,536,6,1,0,0,4,9491,7,1,0
Singapore,2021-01-24,0,375,10,2,1,0,3,8899,10,3,0
Taiwan,2020-12-03,0,500,7,7,1,0,2,9189,9,0,0
United States,2021-01-06,36,12384,1,1,1,1,155,233503,1,72,13
India,2021-01-15,12,2687,2,1,0,0,4,51189,2,1,0
Italy,2020-11-06,1,386,9,1,1,0,9,7897,11,2,0
Italy,2021-02-18,0,386,9,1,1,0,15,7897,11,9,1
Germany,2020-11-09,1,490,8,1,1,1,0,9483,8,0,0
Singapore,2021-01-02,3,375,10,1,1,0,83,8899,10,16,2
Italy,2021-01-18,1,386,9,1,0,0,0,7897,11,0,0
India,2020-11-29,3,2687,2,1,1,1,49,51189,2,31,4
Taiwan,2020-11-21,1,500,7,1,1,1,0,9189,9,0,0
Canada,2020-11-19,0,2067,3,1,0,1,3,37914,3,1,0
Italy,2021-02-21,0,386,9,1,1,1,3,7897,11,1,0
United Kingdom,2020-12-31,1,859,4,1,1,0,157,15748,4,53,8
Germany,2020-12-27,2,490,8,1,0,0,0,9483,8,0,0
Singapore,2021-01-27,2,375,10,1,1,0,95,8899,10,18,0
Italy,2021-01-16,1,386,9,1,0,1,0,7897,11,0,0
China,2020-11-14,1,490,8,1,0,1,0,10181,5,0,0
Singapore,2020-11-04,1,375,10,1,0,1,1,8899,10,0,0
India,2021-01-21,5,2687,2,1,0,0,5,51189,2,1,0
India,2020-11-30,0,2687,2,3,1,0,3,51189,2,3,3
France,2020-11-14,1,553,5,1,1,1,0,9520,6,0,0
China,2020-12-21,0,490,8,7,1,1,7,10181,5,5,0
Canada,2021-01-04,0,2067,3,7,1,0,7,37914,3,6,1
Germany,2020-12-22,2,490,8,1,1,1,14,9483,8,10,2
United Kingdom,2020-12-31,1,859,4,1,1,1,13,15748,4,8,0
Germany,2020-11-29,1,490,8,1,0,0,0,9483,8,0,0
United States,2020-11-06,1,12384,1,7,1,1,3,233503,1,3,0
Germany,2021-01-20,3,490,8,1,1,0,97,9483,8,31,6
Germany,2021-01-11,0,490,8,1,1,1,5,9483,8,5,0
China,2021-02-01,0,490,8,1,1,1,3,10181,5,0,0
United States,2020-11-22,18,12384,1,1,1,1,163,233503,1,68,7
Singapore,2021-02-19,0,375,10,1,1,0,34,8899,10,11,2
China,2020-11-25,1,490,8,1,1,0,69,10181,5,29,0
France,2021-01-16,0,553,5,3,1,0,8,9520,6,0,0
Spain,2021-01-02,1,536,6,7,1,0,0,9491,7,0,0
India,2020-12-17,14,2687,2,1,0,0,11,51189,2,5,0
India,2021-02-02,0,2687,2,1,0,1,3,51189,2,0,0
Italy,2021-02-01,0,386,9,1,1,1,4,7897,11,0,0
Taiwan,2020-11-24,4,500,7,1,1,0,95,9189,9,23,1
Italy,2021-01-24,1,386,9,1,0,1,0,7897,11,0,0
Singapore,2021-01-08,1,375,10,1,0,0,2,8899,10,0,0
Germany,2021-01-07,1,490,8,1,1,1,1,9483,8,0,0
United Kingdom,2021-02-20,0,859,4,1,1,1,2,15748,4,1,0
Spain,2021-02-05,0,536,6,7,1,1,7,9491,7,7,0
France,2021-01-14,1,553,5,1,1,1,1,9520,6,1,0
Italy,2021-02-14,0,386,9,3,1,0,6,7897,11,5,1
India,2020-12-11,17,2687,2,1,0,0,10,51189,2,6,0
Singapore,2021-02-09,0,375,10,1,1,0,40,8899,10,18,3
United States,2020-11-10,19,12384,1,1,1,1,80,233503,1,47,7
United States,2021-01-03,15,12384,1,1,1,1,148,233503,1,81,12
Spain,2020-12-02,6,536,6,1,1,0,125,9491,7,48,6
Italy,2021-02-06,0,386,9,1,1,1,3,7897,11,2,0
Singapore,2021-02-14,0,375,10,1,1,0,46,8899,10,25,1
Canada,2021-01-29,0,2067,3,1,1,0,338,37914,3,95,6
China,2020-12-26,2,490,8,1,0,0,3,10181,5,2,0
Germany,2021-01-25,0,490,8,7,1,1,4,9483,8,2,0
United States,2020-12-29,1,12384,1,7,1,0,20,233503,1,1,0
Singapore,2020-12-28,1,375,10,1,0,0,0,8899,10,0,0
France,2020-11-01,1,553,5,1,1,1,0,9520,6,0,0
United States,2021-02-15,0,12384,1,1,1,0,833,233503,1,314,24
United Kingdom,2020-11-03,3,859,4,1,1,1,4,15748,4,4,1
United States,2020-12-16,94,12384,1,1,1,0,2647,233503,1,947,113
Canada,2020-12-28,0,2067,3,3,1,0,13,37914,3,10,0
France,2020-12-26,1,553,5,1,1,0,115,9520,6,47,3
United States,2021-01-19,28,12384,1,1,1,1,197,233503,1,102,15
United States,2020-11-03,2,12384,1,7,1,1,2,233503,1,2,0
Singapore,2021-01-15,0,375,10,1,1,1,9,8899,10,7,0
United Kingdom,2020-11-13,2,859,4,1,0,0,1,15748,4,0,0
United Kingdom,2021-02-23,0,859,4,1,1,0,12,15748,4,7,2
Taiwan,2020-12-08,4,500,7,1,1,1,8,9189,9,3,1
United States,2020-11-30,92,12384,1,1,1,0,2121,233503,1,706,83
France,2020-11-28,1,553,5,1,1,1,3,9520,6,3,0
Spain,2021-01-08,3,536,6,1,1,1,16,9491,7,5,0
India,2021-01-29,0,2687,2,1,0,1,3,51189,2,0,0
Canada,2021-01-05,6,2067,3,1,1,1,37,37914,3,17,2
United States,2020-12-28,35,12384,1,1,0,0,28,233503,1,10,0
Taiwan,2020-12-31,4,500,7,1,1,0,100,9189,9,29,5
Singapore,2020-12-16,0,375,10,1,1,1,3,8899,10,0,0
Singapore,2020-11-13,1,375,10,1,1,0,41,8899,10,20,0
Spain,2020-12-28,1,536,6,1,0,0,0,9491,7,0,0
Canada,2021-01-06,6,2067,3,1,0,0,6,37914,3,1,0
Canada,2021-01-25,17,2067,3,1,1,0,306,37914,3,108,9
Germany,2020-12-06,2,490,8,1,0,0,0,9483,8,0,0
Italy,2020-11-17,2,386,9,1,1,0,43,7897,11,21,5
Italy,2020-12-06,2,386,9,1,1,0,68,7897,11,24,1
United Kingdom,2020-11-29,1,859,4,1,1,1,3,15748,4,1,0
Spain,2021-01-22,1,536,6,1,1,1,14,9491,7,12,0
India,2020-11-03,24,2687,2,1,1,0,63,51189,2,28,3
United States,2020-12-22,23,12384,1,1,1,1,283,233503,1,140,16
United States,2021-01-27,16,12384,1,1,1,1,245,233503,1,129,10
Germany,2020-12-10,4,490,8,1,0,0,2,9483,8,2,0
Canada,2021-01-17,0,2067,3,1,1,1,46,37914,3,22,0
France,2020-11-29,4,553,5,1,1,0,78,9520,6,41,4
Germany,2021-02-02,0,490,8,1,1,1,5,9483,8,1,0
India,2020-12-23,12,2687,2,1,1,0,594,51189,2,178,18
United States,2020-12-05,69,12384,1,1,1,0,2202,233503,1,685,79
United States,2020-12-17,1,12384,1,7,1,1,6,233503,1,3,0
Canada,2020-12-29,5,2067,3,1,0,0,7,37914,3,1,0
Germany,2021-02-06,0,490,8,1,1,0,56,9483,8,15,4
India,2021-02-11,0,2687,2,7,1,0,2,51189,2,0,0
Canada,2021-01-27,0,2067,3,7,1,0,1,37914,3,0,0
India,2020-12-15,1,2687,2,7,1,0,12,51189,2,11,5
India,2021-01-16,0,2687,2,7,1,0,3,51189,2,3,2
United Kingdom,2020-11-30,2,859,4,1,1,1,3,15748,4,0,0
Germany,2021-01-28,0,490,8,7,1,1,3,9483,8,0,0
Canada,2021-01-20,5,2067,3,1,1,1,58,37914,3,34,2
Singapore,2021-01-25,1,375,10,1,0,0,2,8899,10,0,0
Singapore,2021-02-06,0,375,10,1,1,0,56,8899,10,15,0
Germany,2020-11-11,1,490,8,1,1,1,0,9483,8,0,0
India,2020-12-03,8,2687,2,1,0,0,4,51189,2,1,0
United States,2020-12-31,2,12384,1,1,0,1,2,233503,1,1,0
Italy,2021-02-21,0,386,9,1,1,0,7,7897,11,4,0
United Kingdom,2020-12-15,7,859,4,1,0,0,4,15748,4,0,0
Germany,2021-01-31,0,490,8,1,1,0,66,9483,8,17,3
Germany,2021-01-23,4,490,8,1,1,0,105,9483,8,34,10
Italy,2021-02-04,0,386,9,1,1,0,61,7897,11,14,1
Canada,2021-01-12,0,2067,3,1,0,1,1,37914,3,0,0
United States,2020-12-15,28,12384,1,1,1,1,225,233503,1,110,12
United Kingdom,2021-01-11,10,859,4,1,1,0,162,15748,4,51,6
United Kingdom,2020-11-27,2,859,4,1,1,1,5,15748,4,2,0
China,2020-11-22,1,490,8,1,1,0,57,10181,5,28,1
Spain,2020-12-07,0,536,6,1,1,1,2,9491,7,0,0
Canada,2020-11-14,0,2067,3,1,0,1,3,37914,3,0,0
Singapore,2020-12-07,0,375,10,1,1,1,9,8899,10,3,0
Germany,2020-11-11,1,490,8,1,0,0,2,9483,8,0,0
United States,2021-01-23,0,12384,1,3,1,0,1,233503,1,1,0
China,2020-12-21,2,490,8,1,1,1,14,10181,5,14,1
Spain,2021-01-12,1,536,6,1,1,1,19,9491,7,12,2
France,2020-12-24,0,553,5,7,1,1,7,9520,6,1,0
Singapore,2021-01-05,4,375,10,1,1,0,103,8899,10,28,6
Singapore,2020-12-24,1,375,10,1,1,0,98,8899,10,14,1
United States,2020-12-02,96,12384,1,1,1,0,2183,233503,1,684,71
Taiwan,2020-12-20,1,500,7,1,0,0,4,9189,9,4,0
China,2021-01-09,2,490,8,1,1,0,108,10181,5,39,5
United Kingdom,2021-01-27,0,859,4,1,0,0,1,15748,4,0,0
China,2021-01-30,0,490,8,1,1,0,107,10181,5,43,2
United States,2020-11-29,0,12384,1,3,1,1,5,233503,1,0,0
United States,2020-11-12,0,12384,1,7,1,0,19,233503,1,11,0
Germany,2020-12-18,1,490,8,1,1,1,12,9483,8,7,0
Italy,2021-01-15,5,386,9,1,1,0,92,7897,11,28,4
Canada,2020-12-07,4,2067,3,1,1,1,48,37914,3,25,2
China,2021-02-04,0,490,8,1,1,1,3,10181,5,3,0
Canada,2021-02-17,0,2067,3,1,1,1,3,37914,3,3,0
United Kingdom,2020-12-31,0,859,4,1,0,1,7,15748,4,0,0
United Kingdom,2021-01-22,0,859,4,7,0,1,1,15748,4,0,0
Spain,2020-12-28,2,536,6,1,1,1,6,9491,7,4,2
India,2020-12-22,9,2687,2,1,0,0,20,51189,2,5,0
United States,2020-11-14,1,12384,1,7,1,1,13,233503,1,13,2
Taiwan,2020-11-09,1,500,7,1,1,0,28,9189,9,9,0
Taiwan,2021-01-09,0,500,7,1,1,1,8,9189,9,5,0
Taiwan,2021-01-05,2,500,7,1,0,1,0,9189,9,0,0
France,2020-11-06,1,553,5,1,0,0,2,9520,6,0,0
France,2021-01-23,2,553,5,1,1,0,116,9520,6,30,5
India,2021-01-28,0,2687,2,1,0,0,2,51189,2,0,0
United States,2020-11-13,1,12384,1,1,0,1,0,233503,1,0,0
Singapore,2020-11-05,0,375,10,1,0,0,1,8899,10,0,0
India,2021-02-04,0,2687,2,1,1,0,313,51189,2,81,6
France,2021-01-25,3,553,5,1,1,0,128,9520,6,45,11
India,2020-12-27,5,2687,2,1,0,0,2,51189,2,0,0
France,2020-12-29,0,553,5,1,1,1,35,9520,6,28,1
Italy,2021-02-15,0,386,9,1,1,0,39,7897,11,16,0
United States,2020-12-24,4,12384,1,1,0,1,4,233503,1,0,0
Singapore,2021-02-07,0,375,10,2,1,0,2,8899,10,0,0
Canada,2020-11-19,2,2067,3,1,1,1,3,37914,3,0,0
Spain,2021-01-14,1,536,6,1,1,0,76,9491,7,15,2
United States,2021-01-24,19,12384,1,1,1,1,223,233503,1,125,10
Italy,2020-12-03,3,386,9,1,1,0,54,7897,11,32,4
Singapore,2021-02-20,0,375,10,1,1,0,21,8899,10,5,1
United States,2020-12-30,0,12384,1,7,1,1,6,233503,1,0,0
India,2021-01-09,2,2687,2,1,0,0,6,51189,2,5,0
India,2020-12-12,9,2687,2,1,0,0,10,51189,2,2,0
United Kingdom,2020-12-27,5,859,4,1,1,0,172,15748,4,40,8
Germany,2020-12-02,4,490,8,1,1,0,58,9483,8,29,3
Germany,2020-12-26,0,490,8,1,1,1,6,9483,8,4,1
Canada,2021-02-05,0,2067,3,1,1,1,13,37914,3,10,2
United States,2020-12-02,0,12384,1,3,1,0,10,233503,1,4,0
United States,2021-02-07,0,12384,1,1,0,0,7,233503,1,1,1
Taiwan,2021-01-02,5,500,7,1,1,0,84,9189,9,22,3
United States,2020-12-02,25,12384,1,1,1,1,221,233503,1,131,13
Singapore,2021-01-21,1,375,10,1,0,0,0,8899,10,0,0
Singapore,2020-11-28,0,375,10,1,1,1,10,8899,10,5,1
France,2020-12-12,4,553,5,1,1,0,82,9520,6,15,4
Canada,2021-01-02,0,2067,3,7,1,0,9,37914,3,6,0
France,2020-12-03,0,553,5,1,1,1,5,9520,6,0,0
United States,2021-02-04,0,12384,1,3,1,0,1,233503,1,1,0
Italy,2021-02-04,0,386,9,7,1,1,5,7897,11,0,0
United Kingdom,2020-12-16,8,859,4,1,1,0,190,15748,4,56,13
United States,2021-01-09,70,12384,1,1,1,0,2460,233503,1,831,87
Taiwan,2021-01-12,0,500,7,1,1,1,12,9189,9,4,3
Taiwan,2021-01-10,0,500,7,1,1,1,13,9189,9,2,0
India,2020-12-09,9,2687,2,1,1,1,38,51189,2,16,1
Spain,2020-11-09,2,536,6,1,0,0,0,9491,7,0,0
Singapore,2020-11-15,0,375,10,1,1,0,42,8899,10,22,0
India,2021-01-09,14,2687,2,1,1,0,522,51189,2,198,17
United States,2021-01-01,30,12384,1,1,0,0,25,233503,1,12,0
India,2021-01-25,11,2687,2,1,0,0,4,51189,2,2,0
Germany,2020-12-23,1,490,8,1,0,0,0,9483,8,0,0
United States,2020-12-05,0,12384,1,7,1,0,15,233503,1,7,5
Canada,2020-12-01,8,2067,3,1,1,1,25,37914,3,17,6
United States,2020-11-23,34,12384,1,1,0,0,22,233503,1,8,0
Italy,2020-11-02,2,386,9,1,0,0,0,7897,11,0,0
India,2020-12-12,0,2687,2,7,1,0,6,51189,2,5,2
Italy,2020-12-04,2,386,9,1,0,0,3,7897,11,2,0
United States,2021-02-06,0,12384,1,1,0,0,5,233503,1,0,0
Italy,2020-11-30,2,386,9,1,1,0,63,7897,11,38,9
Canada,2021-02-25,0,2067,3,1,1,0,5,37914,3,0,0
Canada,2021-02-05,0,2067,3,1,1,0,228,37914,3,57,6
United States,2020-11-19,0,12384,1,1,0,1,4,233503,1,0,0
United States,2020-12-26,61,12384,1,1,1,0,2590,233503,1,885,103
France,2021-01-14,1,553,5,3,1,0,7,9520,6,4,1
Canada,2021-02-19,0,2067,3,1,1,1,2,37914,3,2,0
France,2020-12-07,4,553,5,1,1,0,69,9520,6,27,3
India,2021-01-12,7,2687,2,1,0,0,7,51189,2,6,0
India,2021-02-08,0,2687,2,7,1,0,2,51189,2,0,0
Singapore,2020-12-26,1,375,10,1,1,1,4,8899,10,4,1
Canada,2021-02-02,0,2067,3,1,0,0,5,37914,3,0,0
Canada,2020-11-03,19,2067,3,1,1,0,29,37914,3,9,2
France,2020-12-16,0,553,5,1,0,1,1,9520,6,0,0
United Kingdom,2021-01-14,5,859,4,1,1,1,0,15748,4,0,0
United Kingdom,2020-11-01,5,859,4,1,0,0,3,15748,4,1,0
United States,2020-12-27,1,12384,1,7,1,0,22,233503,1,1,1
Italy,2021-01-28,0,386,9,7,1,1,5,7897,11,1,0
India,2020-11-02,8,2687,2,1,1,1,3,51189,2,3,0
Canada,2020-12-25,2,2067,3,1,0,1,1,37914,3,0,0
United States,2020-12-26,0,12384,1,3,1,0,8,233503,1,1,0
France,2020-11-04,4,553,5,1,1,0,3,9520,6,1,0
United States,2021-01-09,1,12384,1,3,1,0,0,233503,1,0,0
Canada,2021-01-19,0,2067,3,7,1,0,1,37914,3,0,0
Italy,2020-11-20,0,386,9,7,1,1,6,7897,11,0,0
France,2021-01-31,0,553,5,3,1,0,2,9520,6,0,0
India,2020-11-06,1,2687,2,1,0,1,0,51189,2,0,0
United States,2020-12-11,24,12384,1,1,1,1,207,233503,1,104,6
India,2020-12-05,2,2687,2,1,0,0,3,51189,2,1,0
France,2020-11-11,1,553,5,1,0,1,3,9520,6,3,0
Singapore,2020-12-17,0,375,10,7,1,1,5,8899,10,5,0
China,2020-11-13,1,490,8,1,0,0,0,10181,5,0,0
Canada,2021-01-14,5,2067,3,1,1,1,57,37914,3,31,1
India,2020-11-27,0,2687,2,1,0,1,5,51189,2,0,0
Italy,2020-12-18,0,386,9,1,1,1,17,7897,11,9,1
United States,2020-12-22,0,12384,1,3,1,0,11,233503,1,6,0
Spain,2020-12-05,1,536,6,1,1,1,6,9491,7,2,0
Italy,2020-12-07,0,386,9,1,0,1,1,7897,11,0,0
Taiwan,2021-02-11,0,500,7,1,1,0,42,9189,9,19,4
Taiwan,2021-02-20,0,500,7,1,1,0,24,9189,9,13,0
Italy,2020-11-14,1,386,9,1,1,0,27,7897,11,9,1
France,2021-01-05,2,553,5,1,0,0,2,9520,6,0,0
United Kingdom,2020-12-22,3,859,4,1,0,0,3,15748,4,1,0
India,2020-12-16,31,2687,2,1,1,0,628,51189,2,193,34
Taiwan,2020-12-11,1,500,7,1,0,0,3,9189,9,2,0
Taiwan,2020-11-20,1,500,7,1,0,0,0,9189,9,0,0
Canada,2020-12-04,9,2067,3,1,1,1,37,37914,3,29,7
